ID,x,y,z,PCI
46,"-0.090317,-0.042297,-0.041809,-0.044891,-0.0008849999999999999,0.001877,-0.059708000000000004,-0.019455,-0.028961,-0.059615999999999995,-0.06503300000000001,-0.090805,-0.069275,-0.11381500000000001,-0.098557,-0.11055,-0.08606,-0.103424,-0.09643600000000001,-0.123474,-0.069336,-0.117416,-0.130798,-0.15199300000000002,-0.076767,-0.11581400000000001,-0.14668299999999998,-0.105209,-0.113541,-0.052428999999999996,-0.07034299999999999,-0.04509,-0.058013999999999996,-0.026398,-0.055313,-0.046951,-0.045822,-0.054871,-0.03775,-0.049301","-0.40455599999999997,-0.42707799999999996,-0.366867,-0.398483,-0.48403900000000005,-0.427933,-0.40612800000000004,-0.351715,-0.46203599999999995,-0.45649700000000004,-0.469055,-0.339447,-0.338364,-0.278976,-0.386414,-0.392899,-0.38256799999999996,-0.318085,-0.34346,-0.353119,-0.454163,-0.42768900000000004,-0.450272,-0.38652,-0.362625,-0.37738,-0.322723,-0.441299,-0.476608,-0.50116,-0.41169700000000004,-0.490799,-0.493225,-0.446274,-0.497406,-0.532501,-0.43516499999999997,-0.42436199999999996,-0.466858,-0.429047","-0.9991,-0.916855,-0.796814,-0.9420620000000001,-0.911423,-0.926514,-0.874481,-0.814102,-0.864243,-1.009659,-0.9719389999999999,-0.9199069999999999,-0.879257,-0.87587,-0.9835360000000001,-1.020248,-0.925949,-0.851089,-0.816666,-0.8914030000000001,-0.988007,-1.060318,-0.987701,-1.005447,-0.9176479999999999,-0.825867,-0.830643,-0.9621120000000001,-0.979294,-0.91127,-0.8726959999999999,-0.945724,-0.891754,-0.88826,-1.029572,-0.9287569999999999,-0.909164,-0.878906,-0.913803,-0.819321",30
47,"-0.055008,-0.084473,-0.098511,-0.03949,-0.061737,-0.064682,-0.114426,-0.098221,-0.06947300000000001,-0.084122,-0.113113,-0.057449,-0.058075,-0.077682,-0.091843,-0.085892,-0.044235000000000003,-0.06076,-0.076797,-0.089661,-0.1147,-0.125854,-0.070602,-0.10282899999999999,-0.079834,-0.090134,-0.087341,-0.064163,-0.065414,-0.042877,-0.146576,-0.042801,-0.06686399999999999,-0.081131,-0.077042,-0.078323,-0.103531,-0.110321,-0.115875,-0.08934","-0.45893900000000004,-0.49682600000000005,-0.40239,-0.441666,-0.519638,-0.456696,-0.494278,-0.445694,-0.427277,-0.48477200000000004,-0.490356,-0.5194850000000001,-0.486191,-0.50351,-0.45869399999999994,-0.418442,-0.44479399999999997,-0.43135100000000004,-0.426727,-0.468246,-0.47296099999999996,-0.428055,-0.38246199999999997,-0.391556,-0.400375,-0.43638599999999994,-0.414444,-0.43855299999999997,-0.409531,-0.394867,-0.303253,-0.301178,-0.322693,-0.304138,-0.33609,-0.325119,-0.370209,-0.30856300000000003,-0.291153,-0.279648","-1.02803,-0.952988,-0.816864,-0.924515,-0.905899,-0.8426969999999999,-0.960449,-0.820938,-0.9666290000000001,-0.8920899999999999,-0.9613950000000001,-1.016342,-1.00116,-0.988266,-0.81424,-0.856476,-0.816818,-0.829407,-0.888962,-0.8598629999999999,-0.9342799999999999,-0.8253780000000001,-0.880081,-0.8722530000000001,-0.9053040000000001,-1.025528,-0.9490200000000001,-1.04129,-1.052658,-1.145111,-0.9347989999999999,-1.163757,-1.027695,-0.952103,-0.95015,-0.976303,-0.9792790000000001,-0.94429,-0.91243,-0.8934479999999999",70
48,"-0.105179,-0.103165,-0.094345,-0.089111,-0.069839,-0.045135,-0.156815,-0.101868,-0.115204,-0.027191000000000003,-0.06347699999999999,-0.066193,-0.052627999999999994,-0.016327,-0.040633999999999997,-0.058303999999999995,-0.048676,-0.09335299999999999,-0.015441999999999999,-0.063644,-0.049132999999999996,-0.084961,-0.101135,-0.100357,-0.08647200000000001,-0.08197,-0.057236,-0.034897000000000004,-0.055054,-0.016434,-0.050858,-0.028319999999999998,-0.027435,-0.022354,0.0027010000000000003,-0.0060420000000000005,-0.014328,-0.033661,-0.03331,-0.014740000000000001","-0.292297,-0.277756,-0.272385,-0.290665,-0.259872,-0.356064,-0.250366,-0.336899,-0.257874,-0.280258,-0.254318,-0.248047,-0.246658,-0.27915999999999996,-0.23208600000000001,-0.198761,-0.255753,-0.225296,-0.198166,-0.143982,-0.138748,-0.202621,-0.24685700000000002,-0.249741,-0.156433,-0.147324,-0.138458,-0.146576,-0.143311,-0.171204,-0.12501500000000002,-0.13000499999999998,-0.092163,-0.108536,-0.103073,-0.126038,-0.113113,-0.09400900000000001,-0.10261500000000001,-0.09613","-0.916794,-0.922958,-0.9233549999999999,-0.940643,-0.94516,-1.1188200000000001,-1.0476530000000002,-1.117081,-0.961685,-0.965683,-0.9782559999999999,-0.9435879999999999,-0.988052,-0.973434,-0.979294,-0.999725,-1.090927,-1.125397,-1.100174,-0.986267,-0.955032,-1.0148620000000002,-1.090393,-1.034363,-0.9457549999999999,-0.966934,-0.8777159999999999,-0.9612120000000001,-0.979034,-1.062317,-1.1325379999999998,-0.986389,-0.978836,-1.0972899999999999,-1.044403,-1.048904,-1.034195,-0.982819,-0.9985809999999999,-0.939285",80
49,"-0.007889,4.6e-05,-0.017166,-0.02536,-0.051208000000000004,-0.014816,0.012145999999999999,-0.052277,0.000488,-0.021332,-0.005065999999999999,-0.003387,0.014069,0.007217,-0.0017239999999999998,0.019469999999999998,0.044662,0.056824,0.088882,0.12579300000000002,0.127304,0.099594,0.12204000000000001,0.116409,0.153778,0.080399,0.108856,0.060562,0.094604,0.108856,0.143372,0.137924,0.100021,0.115402,0.160583,0.15564,0.1362,0.173401,0.119827,0.144318","-0.083496,-0.06488,-0.036652,-0.026306,0.000458,-0.047943,-0.082123,0.015671,-0.081482,-0.020294,-0.01004,0.0,0.025192,-0.06695599999999999,-0.046387,-0.062347,-0.007384999999999999,-0.061569000000000006,-0.100922,-0.128983,-0.158752,-0.16802999999999998,-0.16069,-0.148651,-0.242706,-0.214935,-0.185074,-0.11525,-0.144028,-0.09262100000000001,-0.12118499999999999,-0.182556,-0.193695,-0.16802999999999998,-0.197678,-0.195572,-0.184738,-0.24549899999999997,-0.30128499999999997,-0.292694","-1.0881040000000002,-0.989883,-0.956528,-1.008316,-0.984741,-0.955292,-1.055191,-1.077805,-1.051376,-1.097366,-0.9466399999999999,-1.052856,-1.060715,-1.182495,-1.163483,-0.965408,-1.114853,-1.024689,-0.9836729999999999,-1.12825,-1.042114,-1.132431,-0.973831,-0.902985,-1.142044,-1.052017,-1.0180360000000002,-1.032227,-0.82225,-0.856476,-0.909882,-0.990402,-0.928375,-0.961197,-0.845016,-0.941818,-0.839203,-1.082855,-0.947998,-1.0237120000000002",60
50,"0.142487,0.14846800000000002,0.171173,0.158356,0.146988,0.177277,0.15062,0.127869,0.174423,0.191742,0.174042,0.21157800000000002,0.154892,0.200211,0.196625,0.20158399999999999,0.14993299999999998,0.17166099999999998,0.188126,0.18779,0.167465,0.19046,0.156769,0.168274,0.163956,0.163971,0.132248,0.03653,-0.009567,0.036087,0.044739,0.01329,0.05835,0.10539200000000001,0.10708599999999999,0.11686700000000001,0.11026,0.11202999999999999,0.133286,0.144897","-0.300369,-0.256546,-0.28952,-0.236267,-0.24037199999999997,-0.34936500000000004,-0.304245,-0.29980500000000004,-0.352371,-0.368225,-0.408173,-0.447937,-0.414948,-0.44168100000000005,-0.406647,-0.43904099999999996,-0.41050699999999996,-0.432129,-0.48579399999999995,-0.477783,-0.43896499999999994,-0.472916,-0.44718900000000006,-0.450851,-0.437271,-0.48258999999999996,-0.45369,-0.423523,-0.509644,-0.40657,-0.488724,-0.46260100000000004,-0.41465799999999997,-0.445618,-0.456924,-0.47052,-0.5186609999999999,-0.528305,-0.452866,-0.530533","-0.9550930000000001,-0.8880620000000001,-0.933945,-0.8652040000000001,-0.9990389999999999,-0.966751,-0.875092,-0.872711,-0.863449,-0.9556879999999999,-0.943176,-0.9707950000000001,-0.9125979999999999,-0.925308,-0.838989,-0.815094,-0.798584,-0.8531190000000001,-0.833145,-0.930908,-0.817368,-0.795242,-0.7973939999999999,-0.783127,-0.8528290000000001,-0.80278,-0.784409,-0.7856449999999999,-0.9266969999999999,-0.815796,-0.8610530000000001,-0.87915,-0.82634,-0.8215790000000001,-0.948608,-0.9265899999999999,-0.925415,-0.919449,-0.9260709999999999,-0.8843989999999999",40
51,"0.11024500000000001,0.149536,0.13809200000000002,0.085281,0.132385,0.115799,0.035355000000000004,-0.052002,-0.049667,-0.059311,-0.155701,-0.11383099999999999,-0.174149,-0.134155,-0.092392,-0.12107799999999999,-0.18248,-0.097748,-0.036469,-0.117172,-0.145111,-0.11969,-0.080475,-0.07637000000000001,-0.14502,-0.211853,-0.208679,-0.198914,-0.186386,-0.207458,-0.18338,-0.199722,-0.196548,-0.140594,-0.128052,-0.13649,-0.12626600000000002,-0.08541900000000001,-0.067612,-0.07724","-0.489716,-0.46166999999999997,-0.48219300000000004,-0.462555,-0.35881,-0.37440500000000004,-0.407043,-0.43868999999999997,-0.405472,-0.403992,-0.403473,-0.439621,-0.245117,-0.43866000000000005,-0.488388,-0.379349,-0.37793000000000004,-0.43576000000000004,-0.48805200000000004,-0.37791399999999997,-0.431854,-0.415466,-0.369965,-0.336838,-0.41973900000000003,-0.386353,-0.340912,-0.339859,-0.401932,-0.35498,-0.294159,-0.369904,-0.315872,-0.321457,-0.363464,-0.36396799999999996,-0.35939,-0.3479,-0.359772,-0.362717","-0.912384,-0.982727,-0.9896389999999999,-0.891891,-0.968735,-0.704041,-0.8031010000000001,-0.878265,-0.987656,-0.978775,-0.816559,-0.9342959999999999,-0.8652040000000001,-0.9035799999999999,-0.9430850000000001,-0.816635,-0.881287,-0.901749,-0.908676,-0.9587709999999999,-0.9653780000000001,-0.8840790000000001,-0.9122620000000001,-0.838562,-1.009109,-0.8966370000000001,-0.856094,-0.960831,-0.907852,-0.918335,-0.928391,-0.8701479999999999,-0.8681180000000001,-0.862015,-0.9456629999999999,-0.9892270000000001,-0.9815219999999999,-0.9195709999999999,-0.902451,-0.8566889999999999",60
52,"-0.025238,-0.124802,-0.126114,-0.08416699999999999,-0.095047,-0.069214,-0.057754999999999994,-0.05714400000000001,-0.033951,-0.033966,-0.043259,-0.036819,-0.054047000000000005,-0.067856,-0.058624,-0.05719,-0.053939999999999995,-0.047104,-0.05014,-0.051788,-0.020447,-0.059387,-0.014435,-0.021896000000000002,-0.019119,0.010727,0.004456,-0.012039,0.0008849999999999999,-0.011169,-0.001495,-0.0061649999999999995,-0.004333,-0.000443,0.009276999999999999,0.007294,0.014008000000000001,0.014403999999999998,0.039413,0.031754000000000004","-0.36705,-0.39537,-0.39323400000000003,-0.325943,-0.27589400000000003,-0.36791999999999997,-0.385788,-0.314972,-0.30862399999999995,-0.353943,-0.319458,-0.28775,-0.313904,-0.309448,-0.310135,-0.324341,-0.323349,-0.32614099999999996,-0.320923,-0.30571,-0.313324,-0.299942,-0.286392,-0.303177,-0.296677,-0.29689,-0.309998,-0.310745,-0.302673,-0.29834,-0.269043,-0.269974,-0.256195,-0.24876399999999999,-0.245529,-0.280212,-0.258575,-0.270187,-0.298203,-0.28579699999999997","-0.843216,-1.050217,-0.95314,-0.898926,-0.9343110000000001,-0.897919,-0.928467,-0.953369,-0.9098209999999999,-0.912201,-0.940506,-0.9379270000000001,-0.9134059999999999,-0.9241030000000001,-0.954834,-0.9396059999999999,-0.9507899999999999,-0.9604799999999999,-0.930008,-0.933609,-0.9397280000000001,-0.946701,-0.9672700000000001,-0.93689,-0.939789,-0.94339,-0.9420620000000001,-0.936386,-0.953659,-0.946091,-0.9665530000000001,-0.959702,-0.937958,-0.9364319999999999,-0.9536899999999999,-0.957047,-0.94635,-0.954208,-0.9475709999999999,-0.9543149999999999",60
53,"0.020996,0.020416,0.045624,0.037659,0.033234,0.032654,0.03511,0.041977,0.046981999999999996,0.051620000000000006,0.062027,0.07267799999999999,0.09149199999999999,0.114014,0.110596,0.13694800000000001,0.134949,0.139023,0.17926,0.167496,0.21315,0.19043,0.163101,0.178207,0.158798,0.16806,0.167053,0.17013499999999998,0.135696,0.12008699999999999,0.10934400000000001,0.129913,0.12674000000000002,0.123123,0.103485,0.11170999999999999,0.075394,0.015030000000000002,-0.015244,0.034088","-0.280075,-0.266403,-0.26353499999999996,-0.24263,-0.25061,-0.23825100000000002,-0.246704,-0.25116,-0.256195,-0.242569,-0.255585,-0.250641,-0.238708,-0.230316,-0.221939,-0.197403,-0.2117,-0.20925900000000003,-0.227341,-0.17877200000000001,-0.19561800000000001,-0.20675700000000002,-0.19422899999999998,-0.18598900000000002,-0.193954,-0.172333,-0.15242,-0.20494099999999998,-0.17482,-0.173599,-0.1987,-0.215302,-0.19728099999999998,-0.195786,-0.202835,-0.219757,-0.22648600000000002,-0.22880599999999998,-0.204346,-0.22699","-0.9493870000000001,-0.928268,-0.9556120000000001,-0.964981,-0.9461360000000001,-0.944839,-0.956558,-0.964462,-0.9637450000000001,-0.967041,-0.9589690000000001,-0.959915,-0.959686,-0.963043,-0.9597629999999999,-0.974457,-0.963181,-0.961792,-0.955261,-0.984497,-0.9471129999999999,-0.9605870000000001,-0.983612,-0.9790040000000001,-0.9456479999999999,-0.984467,-0.980133,-0.96434,-0.976822,-0.976669,-0.955017,-0.9464870000000001,-0.9728389999999999,-0.9763950000000001,-0.9677889999999999,-0.959412,-0.945984,-0.962784,-0.976166,-0.95636",60
54,"0.093765,0.083054,0.064346,0.082397,0.099503,0.07959,0.07380700000000001,0.074387,0.076035,0.08114600000000001,0.09256,0.093765,0.08596799999999999,0.099487,0.087799,0.12490799999999999,0.087463,-0.063553,-0.075241,0.21520999999999998,0.035552999999999994,0.049255,-0.241364,-0.140549,-0.091141,-0.090805,-0.120956,-0.08934,-0.120728,-0.12361099999999998,-0.127411,-0.141922,-0.139725,-0.12573199999999998,-0.139328,-0.15065,-0.012969999999999999,0.031082,-0.058655,0.03656","-0.22024499999999997,-0.199875,-0.225311,-0.203232,-0.206879,-0.217453,-0.19813499999999998,-0.204422,-0.203827,-0.21115100000000003,-0.20686300000000002,-0.194305,-0.202789,-0.228271,-0.14036600000000002,-0.219543,-0.33120700000000003,-0.33314499999999997,-0.384338,-0.166122,-0.244827,-0.14846800000000002,-0.32045,-0.160736,-0.132172,-0.14325,-0.12600699999999998,-0.107742,-0.13172899999999998,-0.110229,-0.099152,-0.097198,-0.108749,-0.10240199999999999,-0.10298199999999999,-0.086349,-0.092331,-0.09938,-0.12956199999999998,-0.146988","-0.968857,-0.971741,-0.960083,-0.9486389999999999,-0.9487,-0.965591,-0.9794309999999999,-0.970642,-0.9722139999999999,-0.969543,-0.9620059999999999,-0.9648129999999999,-0.967148,-0.949371,-0.989716,-0.9836729999999999,-0.984726,-0.913681,-0.9427030000000001,-1.3976899999999999,-0.8192440000000001,-0.8304600000000001,-1.030365,-0.932175,-0.983658,-0.966675,-0.9745030000000001,-0.9743350000000001,-0.9938049999999999,-0.977158,-0.990173,-0.9767459999999999,-0.9580690000000001,-0.98645,-0.985382,-1.006104,-1.009827,-0.9752040000000001,-0.981369,-0.975784",60
55,"0.081085,0.052872,0.199554,0.197983,0.235794,0.294098,0.322357,0.32199099999999997,0.281982,0.262833,0.207565,0.20013399999999998,0.10006699999999999,0.0186,0.204803,0.17660499999999998,0.161423,0.23057600000000003,0.278702,0.260971,0.221802,0.28746,0.365677,0.503448,0.5101319999999999,0.48692299999999994,0.497726,0.455505,0.308304,0.425964,0.562683,0.489288,0.335938,0.32724000000000003,0.271362,0.22934000000000002,0.085312,0.234695,0.45689399999999997,0.5273899999999999","-0.12558,-0.19375599999999998,-0.194885,-0.127975,-0.06413300000000001,-0.048889,-0.039429,-0.051819000000000004,-0.10598800000000001,-0.127197,-0.052002,0.005051,-0.085388,-0.142273,0.00032,0.036926,-0.07344099999999999,-0.178726,-0.085266,0.030182,0.040161,-0.06665,-0.42317200000000005,-0.273956,-0.148773,-0.094788,-0.330124,-0.29686,-0.266296,-0.287277,-0.43263199999999996,-0.348984,-0.288071,-0.292419,-0.269012,-0.337997,-0.26452600000000004,-0.234848,-0.28721599999999997,-0.292892","-0.992294,-1.0216370000000001,-0.8979799999999999,-1.0162200000000001,-0.929214,-0.902283,-0.9530489999999999,-0.9306639999999999,-0.984268,-0.9248350000000001,-0.961563,-0.984894,-0.9326479999999999,-1.0914,-0.9451290000000001,-1.047577,-0.986176,-0.960892,-1.016342,-0.9958799999999999,-0.844833,-0.7386020000000001,-0.998383,-0.737869,-0.930359,-0.8268280000000001,-0.824203,-0.816589,-0.932419,-0.8617549999999999,-0.910309,-0.858292,-0.9104770000000001,-0.792175,-0.790192,-0.84819,-0.9298860000000001,-0.865799,-0.825989,-0.781342",40
56,"0.495148,0.442596,0.23373400000000003,0.236603,0.269577,0.31309499999999996,0.305817,0.295273,0.20780900000000002,0.176544,0.207062,0.227615,0.08902,0.051758000000000005,0.12333699999999999,0.106216,0.131546,0.141983,0.24490399999999998,0.24084499999999998,0.260208,0.226456,0.23010300000000003,0.220978,0.220383,0.229309,0.24334699999999998,0.272491,0.215164,-0.100266,0.082703,0.147324,0.129364,0.105698,0.11491400000000002,0.219162,0.164459,0.107849,0.097122,0.189331","-0.44062799999999996,-0.483124,-0.337097,-0.44624300000000006,-0.17507899999999998,-0.164688,-0.29489099999999996,-0.053131,-0.46498100000000003,-0.386276,-0.287735,-0.192993,-0.131271,-0.300232,-0.258087,-0.263504,-0.344513,-0.315445,-0.258865,-0.16078199999999998,-0.24469000000000002,-0.259216,-0.256424,-0.258759,-0.215363,-0.24063099999999998,-0.216995,-0.289734,-0.235886,-0.19873,-0.235031,-0.29936199999999996,-0.232925,-0.24357600000000001,-0.23757899999999998,-0.164017,-0.19429000000000002,-0.217102,-0.23501599999999997,-0.255798","-0.875,-0.777786,-0.9085540000000001,-0.6210939999999999,-1.102829,-0.895065,-0.909042,-1.031647,-0.884216,-0.610748,-0.995117,-1.008514,-0.926636,-0.9417110000000001,-0.868347,-1.010254,-0.9561459999999999,-0.942566,-0.94194,-0.9558559999999999,-0.961563,-0.9100799999999999,-0.942795,-0.913055,-0.9375459999999999,-0.9293520000000001,-0.963791,-0.9577180000000001,-1.02803,-0.787292,-1.046814,-0.9536129999999999,-0.966141,-0.9573520000000001,-0.914932,-1.0099639999999999,-0.944443,-0.9699709999999999,-0.933334,-0.9260709999999999",50
57,"0.182632,0.10971099999999999,0.15062,0.196457,0.177307,0.198944,0.199478,0.19354200000000002,0.193802,0.196716,0.195648,0.194321,0.188477,0.202469,0.19873,0.18837,0.202042,0.185699,0.140076,0.137024,0.08075,0.001556,-0.181641,-0.24205,-0.178116,-0.10546900000000001,-0.121124,-0.097824,-0.113571,-0.123001,0.014832,0.125244,0.083298,0.15846300000000002,0.29364,0.270309,0.20912199999999997,0.141098,0.08114600000000001,0.193375","-0.28215,-0.20602399999999998,-0.234558,-0.260345,-0.244919,-0.23757899999999998,-0.23034699999999997,-0.224411,-0.253525,-0.231949,-0.239029,-0.247009,-0.23967,-0.228287,-0.2276,-0.233856,-0.230423,-0.25769000000000003,-0.249054,-0.23674,-0.28527800000000003,-0.297073,-0.27742,-0.11383099999999999,-0.190155,-0.26918000000000003,-0.206894,-0.249481,-0.217209,-0.215088,-0.21698,-0.275436,-0.133102,-0.270111,-0.272018,-0.239639,-0.235535,-0.189224,-0.128357,-0.216583","-0.9612120000000001,-0.929794,-0.9534,-0.952942,-0.939926,-0.959167,-0.949158,-0.951218,-0.9162600000000001,-0.944473,-0.959076,-0.9485629999999999,-0.937393,-0.946686,-0.937851,-0.964783,-0.949829,-0.9458620000000001,-0.925125,-0.951859,-0.980743,-0.9522709999999999,-0.844666,-0.87265,-0.897217,-0.9432530000000001,-0.9601139999999999,-0.98645,-0.964844,-0.910934,-1.0049290000000002,-1.010178,-0.969864,-0.9348139999999999,-0.953354,-0.985718,-0.9661709999999999,-0.973831,-0.9389799999999999,-1.015854",60
58,"0.171738,0.212646,0.177322,0.19519,0.173828,0.190521,0.212738,0.234314,0.23303200000000002,0.260574,0.272934,0.271301,0.283051,0.27388,0.294556,0.377945,0.341064,0.409973,0.277542,0.284348,0.16680899999999999,0.25346399999999997,0.205704,0.195877,0.239273,0.262787,0.231262,0.269394,0.291367,0.299637,0.22657800000000003,0.259033,0.245865,0.21099899999999996,0.22921799999999998,0.21759,0.243912,0.177155,0.390625,0.209564","-0.1707,-0.194687,-0.187195,-0.184952,-0.18158,-0.188522,-0.191833,-0.184143,-0.182556,-0.166245,-0.158157,-0.152145,-0.141098,-0.127396,-0.163681,-0.10513299999999999,-0.185043,-0.129135,-0.144516,-0.12223800000000001,-0.15625,-0.211563,-0.165909,-0.192825,-0.16450499999999998,-0.149765,-0.13903800000000002,-0.136642,-0.19029200000000002,-0.23761,-0.23933400000000002,-0.221268,-0.22969099999999998,-0.15826400000000002,-0.137909,-0.14573699999999998,-0.199509,-0.140076,-0.117371,-0.529251","-0.9754639999999999,-1.005463,-0.981247,-1.0023799999999998,-0.9801030000000001,-0.972672,-0.980621,-1.00415,-0.9789120000000001,-0.9993290000000001,-0.9876860000000001,-1.003967,-0.997467,-0.9172969999999999,-0.901093,-0.9932709999999999,-0.962311,-1.054932,-0.928284,-0.950485,-0.988434,-1.0746,-1.0198969999999998,-0.999985,-0.9497680000000001,-1.021225,-0.9220280000000001,-0.962967,-0.994232,-1.128418,-1.0210270000000001,-1.0231780000000001,-0.926285,-0.8242799999999999,-0.860748,-0.9153899999999999,-1.027039,-0.782974,-1.18602,-1.062241",70
59,"0.25151100000000004,0.236298,0.269379,0.185379,0.27594,0.065704,0.090683,0.10968,0.194778,0.302643,0.38678,0.305695,0.3909,0.30993699999999996,0.23069800000000001,0.307632,0.197449,0.18512,0.159424,0.300491,0.205887,0.25856,0.308716,0.218475,0.29281599999999997,0.308228,0.254318,0.23761,0.121582,0.168106,-0.00856,0.006790000000000001,-0.058089999999999996,-0.028763,0.081299,-0.139297,-0.116211,-0.278961,-0.041504,0.082367","-0.232132,-0.250793,-0.223373,-0.128403,-0.328125,-0.207733,-0.095413,-0.180252,-0.22262600000000002,-0.061157,-0.137527,-0.182678,-0.370392,-0.419907,-0.274979,-0.319229,-0.40518200000000004,-0.161545,-0.260529,-0.29393,-0.385391,-0.274933,-0.374847,-0.296295,-0.108017,-0.361481,-0.176697,-0.247299,-0.164825,-0.170303,-0.354294,-0.32515,-0.321075,-0.307678,-0.361053,-0.39921599999999996,-0.24984699999999999,-0.171448,-0.33464099999999997,-0.38221700000000003","-0.932617,-0.883301,-1.081207,-0.773026,-1.214035,-0.547058,-0.725067,-0.703156,-0.7511439999999999,-0.949127,-0.980759,-0.936005,-1.399246,-1.0514219999999999,-0.8996430000000001,-1.2098389999999999,-0.837616,-0.9534450000000001,-0.8785860000000001,-0.992935,-0.976517,-0.973877,-1.379578,-0.841141,-0.8912200000000001,-0.852554,-0.8684540000000001,-1.0569,-0.914307,-0.8910680000000001,-0.7702939999999999,-1.024887,-0.660492,-0.9311219999999999,-1.080658,-0.9382780000000001,-0.654037,-0.848282,-0.743591,-1.205109",70
